cpf;nome;Sigla;sexo
2542;JACQUELINE MARINO FERNANDES DA SILVA;AGIR;F
2543;JAE KRUN PARK KIM;PODE;M
2544;JAIME DA SILVA;PSB;M
2545;JAIRO ANZILEIRO;PDT;M
2546;JAIRO DOS SANTOS;PODE;M
2547;JAMIL AKIO ONO;SOLIDARIEDADE;M
2548;JANAINA CRISP GIULIANO CAVALCANTE;AGIR;F
2549;JANAINA BASTOS DE OLIVEIRA;PMB;F
2550;JANDYRA MASSUE UEHARA ALVES;PT;F
2551;JANDILENE PEREIRA DE LIMA GALVÃO;PROS;F
2552;JANETE ROCHA PIETÁ;PT;F
2553;JAQUELINE LILIAN BARCELOS COUTINHO;MDB;F
2554;JASPE LOPES BASTOS;PSOL;M
2555;JEAN CARLOS HERZOGENRATH DE BRITO;AVANTE;M
2556;JEFERSON MODESTO SILVA;PP;M
2557;GILBERTO JEFFERSON DE BARROS;PDT;M
2558;JEFFERSON DE JESUS NOGUEIRA;PROS;M
2559;JEFFERSON RODRIGO GOMES DA SILVA;PDT;M
2560;JÉSUA DE LIMA FERREIRA DA SILVA;AGIR;F
2561;VALDENOR DE JESUS GONÇALVES FONSECA;AVANTE;M
2562;MARCOS JESUS DOS SANTOS;PC do B;M
2563;JOSUÉ GONÇALVES;PDT;M
2564;JOAB LIRA DA SILVA;AGIR;M
2565;JOANA CATHARINA ALVES DE SOUZA;PSC;F
2566;JOÃO AGUIAR RIBEIRO;PSB;M
2567;JOÃO ALFREDO DE OLIVEIRA;PT;M
2568;JOÃO ALVES VIEIRA;MDB;M
2569;JOÃO CARLOS CARAMEZ;PSB;M
2570;JOÃO CÉSAR DE MORAES;PL;M
2571;JOÃO GABRIEL COELHO;UP;M
2572;JOÃO DA CONCEIÇÃO SILVA PAP;PMB;M
2573;JOÃO DA CONCEIÇÃO SILVA PAP;PMB;M
2574;JOÃO JORGE FADEL FILHO;PP;M
2575;JOÃO VESTIM GRANDE;NOVO;M
2576;JOÃO GUILHERME BENETTI RAMOS;PT;M
2577;JOÃO VICTOR MATTA DIAS FERREIRA;PDT;M
2578;JOAO BATISTA DE OLIVEIRA;AGIR;M
2579;JOAO BATISTA ROCHA;UNIÃO;M
2580;JOEL DE OLIVEIRA;PRTB;M
2581;JOEL MOREIRA PASSOS JUNIOR;PV;M
2582;JOAQUIM MARCELINO JOFFRE NETO;PDT;M
2583;JOHN GOKI KAGE;PSC;M
2584;HANGELBRT PIRES SOARES;AVANTE;M
2585;JONES DONIZETTE SOBRINHO;SOLIDARIEDADE;M
2586;JORGE DE JESUS OLIVEIRA;PATRIOTA;M
2587;JORGE DURAN GONÇALEZ;AVANTE;M
2588;JORGE LUIS DE SOUZA RODRIGUES;REPUBLICANOS;M
2589;JORGE SAMPAIO DA SILVA;AVANTE;M
2590;JORGE TADEU MUDALEN;UNIÃO;M
2591;JORGE JERONIMO TEIXEIRA DOS SANTOS;SOLIDARIEDADE;M
2592;JORGE WILSON GONÇALVES DE MATTOS;REPUBLICANOS;M
2593;JORGILENE ALVES SILVA;PMN;F
2594;JORGE MOTTA CARNEIRO;AGIR;M
2595;JORGE MOTA DE OLIVEIRA JUNIOR;AGIR;M
2596;JORGE FERREIRA BENTO;PRTB;M
2597;JORGE CLAUDIO ANSELMO;PMB;M
2598;JOSE CICERO FERNANDES DA SILVA;AGIR;M
2599;ROGÉRIO SILVA DE SOUZA;PATRIOTA;M
2600;JOSEMUNDO DARIO QUEIROZ;PT;M
2601;JOSÉ ALENCAR GALVÃO;NOVO;M
2602;JOSE BISPO DOS SANTOS FILHO;PODE;M
2603;JOSE CARLOS STANGARLINI;PSDB;M
2604;JOSÉ CARLOS DA SILVA;PMN;M
2605;JOSÉ DOMINGOS SANTOS RIBEIRO;PMN;M
2606;JOSE DE OLIVEIRA LEME FILHO;AGIR;M
2607;JOSE SILVA LIMA;AGIR;M
2608;JOSÉ LUIZ DE LIMA;AVANTE;M
2609;JOSÉ MACENA DA SILVA FILHO;PRTB;M
2610;JOSELITO DE SOUSA LIMA;PODE;M
2611;BRIAN VANDERSON FERREIRA LEME;PATRIOTA;M
2612;ELIAS PEREIRA FREITAS DA SILVA JUNIOR;PSB;M
2613;JURANDI SOARES GUIMARÃES;NOVO;M
2614;JULIANA GORGA SALVETTI;REDE;F
2615;JUAN RAMON SOTO;UNIÃO;M
2616;JUAREZ PEREIRA DA SILVA;UNIÃO;M
2617;JOAQUIM ALVES PINHEIRO;PMN;M
2618;JUCIANE APARECIDA DA CUNHA;PL;F
2619;JUCILENE DE JESUS LIMA;AGIR;F
2620;JULIANA SOARES DE PAULA;PSD;F
2621;JULIANA FRAGA E SILVA DE SOUZA;PT;F
2622;JULIANA MARA DA SILVA SPADA;PODE;F
2623;JULIANO MALAQUIAS BOTELHO;PSB;M
2624;JULIANO MERKES;AGIR;M
2625;JÚLIO CESAR FUZARI;PSC;M
2626;JULIO CESAR DA COSTA CAIRES FILHO;PROS;M
2627;JULIO CESAR PEREIRA DE SOUZA;PL;M
2628;JULIO CEZAR DE ANDRADE;PSOL;M
2629;JULIO CESAR FREITAS ROCHA;PMB;M
2630;JULIO AURELIANO DA SILVA;PMB;M
2631;JULIO CESAR DE OLIVEIRA;PSDB;M
2632;JOÃO TEIXEIRA JUNIOR;PATRIOTA;M
2633;VALTER FAUSTINO MARTINS JUNIOR;PSC;M
2634;AGNALDO ALVES PEREIRA;PMN;M
2635;LUIZ GUEDES DE ALENCAR JUNIOR;PSOL;M
2636;BENEDITO DE VITTO JUNIOR;UNIÃO;M
2637;EDNE JOSE PIFFER JUNIOR;PL;F
2638;ANTONIO CARLOS RODRIGUES TEIXEIRA JUNIOR;PSB;M
2639;LUIS DONIZETTI VAZ JUNIOR;PSC;M
2640;ANDRE RICARDO DE SOUZA;REDE;M
2641;JUSSARA APARECIDA FERNANDES;PDT;F
2642;JUVENIL DE ALMEIDA SILVERIO;PSD;M
2643;KAIQUE CARDOSO VICENTE;NOVO;M
2644;KAISON ROBERTO ALVES;PMB;M
2645;CARLOS CESAR ARCOLINO;PSDB;M
2646;ALVARO COSTA VIEIRA;PODE;M
2647;KAREN LIMA VIEIRA;PL;F
2648;KARINA CRISTINA DE OLIVEIRA SILVA SOARES;AVANTE;F
2649;KARINA PAULA DE SOUZA OLIVEIRA MARTINS;PTB;F
2650;MITUO TAKAHASI;PP;M
2651;KATIA REGINA ROSA GOMES;PTB;F
2652;KATIA REGINA RODRIGUES;PRTB;F
2653;KEILA PEREIRA FRANCISCO;PC do B;F
2654;KEITCHELE LIMA DA SILVA;PSOL;F
2655;LUIZA KELLI KEIKO VIEIRA HATSUGA;UNIÃO;F
2656;QUELEN HELOISA DOS SANTOS VANDERLEI;PODE;F
2657;KELLY SANTOS MULLER;AVANTE;F
2658;KELLY VESCO MOZZONE;AVANTE;F
2659;EZEQUIEL DE SOUZA DAMASCENO;PP;M
2660;MARCO ANTONIO ALVES JORGE;PDT;M
2661;KLEBER ADELIPIO BARROS SANTOS;AGIR;M
2662;KLEBER CABRAL;PODE;M
2663;KLEBER FERREIRA MARUXO;PP;M
2664;VALDIRENE SANTOS DA SILVA;PMB;M
2665;ISRAEL SAMPAIO DE LACERDA FILHO;SOLIDARIEDADE;M
2666;LAELSON DA PAZ DE OLIVEIRA;AVANTE;M
2667;LAERCIO BENKO LOPES;PMB;M
2668;LAERTE VANDERLEY CORNELIO;SOLIDARIEDADE;M
2669;LARA EUNICE SANTOS BARBOSA;PSB;F
2670;LARISSA FORJANES DOS SANTOS;PODE;F
2671;LARISSA MACHADO LEONETTI;PCO;F
2672;LAURA HIROMI KAMIA;PSD;F
2673;LUIZ CARLOS DE FREITAS;AGIR;M
2674;LETÍCIA DA SILVA GUEDES;PP;F
2675;LEANDRO JERONIMO BASSON;PSC;M
2676;LEANDRO VIEIRA DE LIMA;AVANTE;M
2677;LEANDRO CALDAS DE CASTRO;PROS;M
2678;LEANDRO JOSE DE SOUZA DUQUE;PSTU;M
2679;LEANDRO FRANCOIS DE ALMEIDA;CIDADANIA;M
2680;LEANDRO JANUARIO DE OLIVEIRA;NOVO;M
2681;LEANDRO DE JESUS;PP;M
2682;LEANDRO CALDEIRA NAVA;UNIÃO;M
2683;LEANDRO ALVES;PSC;M
2684;LEANDRO CÂNDIDO SOARES;PT;M
2685;LECI BRANDÃO DA SILVA;PC do B;F
2686;CARLOS ALEXANDRE VIANNA SOARES;PODE;M
2687;ELIETE DE MIRANDA MACHADO;AVANTE;F
2688;LEIDE MENGATTI;PSB;F
2689;LEILA BEDANI FERREIRA;PSDB;F
2690;MARIA HELENA DE CARVALHO;PSOL;F
2691;WANDERLENE IEDA BACARO DE BRITO;PL;M
2692;ALAELSON ALVES DA SILVA;PTB;M
2693;MANOEL JOSÉ DA SILVA;PDT;M
2694;LENILSON ALVES DE LIMA;PSC;M
2695;LEONARDO LORO MARTINS PINTO;PDT;M
2696;OCIMAR DONIZETI LEO OLIVEIRA;MDB;M
2697;LEONARDO FRANCISCO SAMPAIO DE SOUZA FILHO;MDB;M
2698;LEONARDO DE SIQUEIRA LIMA;NOVO;M
2699;ANDERSON LEONARDI POLTRONIERI GONÇALVES;DC;M
2700;LEONE LUIZ DE FARIA JUNIOR;NOVO;M
2701;LEONICE ALVES DA PAZ;REPUBLICANOS;M
2702;LEONORA DA SILVA PÉRICO;PDT;F
2703;LETICIA AGUIAR RESENDE ALVES;PP;F
2704;LETICIA CRISTINA DA SILVA;UNIÃO;F
2705;LEWIS SAWINSKI DE ALMEIDA;PODE;M
2706;LUIS HENRIQUE ARAUJO;PODE;M
2707;LIGIA MENDES DA SILVA;UP;F
2708;ELISANGELA RODRIGUES DE SOUSA;PDT;F
2709;LILIANE HELENA BARBOSA CHIARELLI;REPUBLICANOS;F
2710;LILIANE MARIA DA SILVA PAES;PTB;F
2711;LILIAN DA COSTA FARIAS;PROS;F
2712;LILIAN APARECIDA DE PAULA;MDB;F
2713;LILIAN CRISTINA DOS SANTOS FARIA;REDE;F
2714;MARCELINO SILVA;PTB;M
2715;ADELINO CASTELLEIRO FILHO;PMB;M
2716;LISETE GOMES DAS NEVES;PSB;F
2717;LIVIA MARIA RODRIGUES FIDELIX DA CRUZ;PRTB;F
2718;LEDIVAN LOPES SEABRA;PRTB;M
2719;LOURIVAL RODRIGUES DA SILVA;DC;M
2720;LOURIVAL TORRES;PMN;M
2721;LUZIMAR BARBOSA DA SILVA;CIDADANIA;M
2722;LUANA SILVA QUEIROZ;PRTB;F
2723;LUCAS ANTUNES;PTB;M
2724;LUCAS DIEZ BOVE;PL;M
2725;LUCAS DE OLIVEIRA CARDOSO;PSB;M
2726;LUCAS MARCOLINO CORTEZ DOS SANTOS;PROS;M
2727;LUCAS DE ASSIS COSTA;PP;M
2728;LUCAS MARIANO DE CAMPOS;PRTB;M
2729;LUCAS PAVANATO DE OLIVEIRA;NOVO;M
2730;LUCAS ROMERO DA SILVA;NOVO;M
2731;LUCAS PAVAN ZANATTA;PL;M
2732;LUCCAS SANTOS DA CUNHA;PMN;M
2733;LUCIA DE FATIMA SILVA ROSIM;PSC;F
2734;LUCIANA APARECIDA DE PAULA CARVALHO;PMB;F
2735;LUCIANA CRISTINA MENDES SANTOS;CIDADANIA;F
2736;LUCIANA VEIGA DE PAULA;AVANTE;F
2737;LUCIANO MARTINS CRUZ;AGIR;M
2738;LUCIANO RODRIGUES DE AQUINO;PSD;M
2739;ANTONIO LUCIANO DO ROSARIO BARBOSA;PROS;M
2740;LUCIANO BATISTA;SOLIDARIEDADE;M
2741;EDISON LUCIANO KLIMAN BENEDITO;PTB;M
2742;LUCIANO COSTA OLIVAN;AVANTE;M
2743;LUCIENE PEREIRA FRANCO;MDB;F
2744;LUCIMARA JANDOZZA CAVALCANTE;MDB;F
2745;LUCIAUREA CORREIA DOS SANTOS;PP;F
2746;LUCIVÂNIA PINHEIRO BARBOSA;PP;F
2747;LUIS JACINTO BARRETO;PMB;M
2748;LUIS CARLOS MESSIAS;PROS;M
2749;LUIS CARLOS FABIANI;PMB;M
2750;LUIS FELIPE SILVEIRA AMANCIO TORELLA D'AVILA;MDB;M
2751;LUIS GUILHERME PIRES;NOVO;M
2752;LUIS FERNANDO ALVES DE LIMA SANTOS;PSB;M
2753;LUIS ALEXANDRE PINHEIRO;PMB;M
2754;LUIS ANTONIO DE SOUZA;PODE;M
2755;LUIS CARLOS DE SOUZA;PDT;M
2756;LUIZ CARLOS DO ESPÍRITO SANTO;PATRIOTA;M
2757;LUIZ CARLOS DA COSTA VALLE;PL;M
2758;LUIZ HENRIQUE CIRILO;PSDB;M
2759;LUIZ CLAUDIO MARCOLINO;PT;M
2760;LUIZ FERNANDO TEIXEIRA FERREIRA;PT;M
2761;JOSÉ LUIZ ALVES NETO;PMN;M
2762;LUIZ CARLOS SILVA LEMOS;PSB;M
2763;LUIZ JOSÉ TEGAMI;PSB;M
2764;LUISA DA SILVA FERNANDES;PV;F
2765;LUIZ OTAVIO DA SILVA;UNIÃO;M
2766;LUIZ CARLOS DE MORAES;SOLIDARIEDADE;M
2767;LUCAS DE OLIVEIRA;SOLIDARIEDADE;M
2768;LUZIA MARIA VIDICA CÂNDIDO;AVANTE;F
2769;LYGIA APARECIDA FAZIO DE OLIVEIRA;PP;F
2770;MARCIO DE ANDRADE LYRA;AVANTE;M
2771;MACIEL DOS SANTOS ROCHA;PSDB;M
2772;WILLAMS FERNANDES DA SILVA;AVANTE;M
2773;MADALENA BARBOSA DE SIQUEIRA;PRTB;F
2774;LUCINEIDE CRUZ ALVES;PDT;F
2775;MIRELLE CRISTINA DE SOUZA BUENO;PDT;F
2776;ROSANE REZENDE LEANDRO;PATRIOTA;F
2777;DANTE HENRIQUE MANTOVANI;PMB;M
2778;MAGALI RABELLO ROCHA;PDT;F
2779;LUIZ CARLOS MAGESTO;SOLIDARIEDADE;M
2780;MAGNO ALVES DE OLIVEIRA;AGIR;M
2781;MAÍRA MACHADO RODRIGUES;PSTU;F
2782;MARIA JOSÉ GARCIA RAMOS;PRTB;F
2783;EDSON ROBERTO ALOISIO;PRTB;M
2784;EDSON RODRIGUES CARDOSO;PP;M
2785;MARCUS LEVY ANDRADE ACOSTA;UNIÃO;M
2786;DIMAS MECCA SAMPAIO;PL;M
2787;ADEMAR FRANCISCO MARTINS NETO;REPUBLICANOS;M
2788;CARLOS RICARDO CEOLONI;PTB;M
2789;TIRSO DOS SANTOS JUNIOR;AVANTE;M
2790;MARIA DE LOURDES DO NASCIMENTO NUNES;SOLIDARIEDADE;F
2791;MARCELO MAMBRINI;PRTB;M
2792;CARLA DENISE BAPTISTA LEOPOLDO;PDT;F
2793;ALAN FABRICIO DA SILVA;AVANTE;M
2794;AMANDA COELHO MARZALL;PSTU;F
2795;SILVIO DO CARMO CAMARGO;AGIR;M
2796;MANOEL DE SOUSA COELHO JUNIOR;PMN;M
2797;MANOEL LOPES FERREIRA JUNIOR;PTB;M
2798;JUSSIMARA NUNES DE JESUS;AVANTE;F
2799;MARCOS APARECIDO BARROS DE LIMA;PSC;M
2800;MARCELA REGINA RODRIGUES DA CUNHA;PL;F
2801;MARCELO THEODORO DE AGUIAR;PSC;M
2802;MARCELO FORTES BARBIERI;MDB;M
2803;MARCELO MENDES BINI;PRTB;M
2804;MARCELO DE MELLO CASSUCCI;PDT;M
2805;MARCELO COSTA DEL BOSCO AMARAL;MDB;M
2806;MARCELO HERCOLIN;UNIÃO;M
2807;MARCELO FERREIRA KAWATOKO;PSB;M
2808;MARCELO PASQUALINO;PCO;M
2809;MARCELO PEREIRA;DC;M
2810;MARCELO AFONSO PIMENTA;PDT;M
2811;MARCELO REINA SILIANO;PSOL;M
2812;MARCELO CRISTIANO REIS;PTB;M
2813;MARCELO RIBEIRO DA SILVA;PT;M
2814;MARCELO DOS SANTOS ROLDAN;PSOL;M
2815;MARCELO OLIVEIRA ROSADO;PTB;M
2816;MARCELO SQUASSONI;REPUBLICANOS;M
2817;MÁRCIA LOPES DE ARAUJO;PMN;F
2818;MÁRCIA DE FÁTIMA MORAIS;PATRIOTA;F
2819;MARCIA LENTZ;UNIÃO;F
2820;MARCIA APARECIDA OVEJANEDA LIA;PT;F
2821;MÁRCIA APARECIDA MENDES;PMN;F
2822;MARCIA WALERIA NUNES DE OLIVEIRA DIAS;PMB;F
2823;MARCIA REGINA QUINTANILHA;PC do B;F
2824;MARCIA RAICHER;PRTB;F
2825;MARCIA VALÉRIA JACINTHO AZEVEDO;PATRIOTA;F
2826;MARCIA CRISTINA DOS SANTOS VENTURINI;PROS;F
2827;MÁRCIA CRISTINA DA SILVA;PATRIOTA;F
2828;MARCIO ANTONI SANTANA;NOVO;M
2829;MARCIO AURELIO SOARES;PDT;M
2830;MARCIO ALEXANDRE BARRETO;PDT;M
2831;JOSE MARCIO DE CAMPOS;PTB;M
2832;MARCIO PASCHOAL GIUDICIO;PODE;M
2833;MARCIO DE PAULA PINHEIRO;PATRIOTA;M
2834;MÁRCIO MASSAMI NAKASHIMA;PDT;M
2835;MARCIO DE ALMEIDA PINO;PDT;M
2836;MARCIO ROBERTO OLIVEIRA;PCO;M
2837;MÁRCIO ROGÉRIO DIAS;AVANTE;M
2838;MÁRCIO APARECIDO MARTINS;PP;M
2839;MARCO AURÉLIO GOMES DOS SANTOS;PSDB;M
2840;MARCO ANTONIO ZANONI BUENO;REPUBLICANOS;M
2841;MARCO ANTONIO DE PAULA;SOLIDARIEDADE;M
2842;MARCOS CORDEIRO DE SOUSA CHAVES;PATRIOTA;M
2843;MARCOS ROBERTO DAMASIO DA SILVA;PL;M
2844;MARCOS ESCAMES FÉLIX DA SILVA;PODE;M
2845;MARCOS FERNANDO PORTELLA FONTES;UNIÃO;M
2846;MARCOS PAULO TAVARES FURLAN;PODE;M
2847;MARCOS ANTONIO HOMSI GARCIA;NOVO;M
2848;MARCOS KOHLMANN BARBOZA;PMN;M
2849;MARCOS ANTONIO GONÇALVES DA SILVA;MDB;M
2850;MARCOS VINICIUS MOUTA MENDONÇA;AGIR;M
2851;MARCOS TIAGO DOS SANTOS NUNES;AVANTE;M
2852;MARCOS DE MATOS PALÁCIO;PROS;M
2853;MARCOS JOSÉ DO VALLE;PMB;M
2854;MARCOS RIBEIRO DA SILVA;PMB;M
2855;MARCOS ANTONIO ZERBINI;PSDB;M
2856;MARI CRISTINA BIZARI;UNIÃO;F
2857;MARIA ALICE TANIGUSHI;PTB;F
2858;MARIA ANGELA ABDUCH;PCO;F
2859;MARIA CONSTANTINO EMIDIO;PSD;F
2860;MARIA FERREIRA LIMA;AGIR;F
2861;MARIA DE LOURDES SANTOS SILVA;PP;F
2862;MARIA DO CARMO GUILHERME;MDB;F
2863;MARIA APARECIDA DE OLIVEIRA;AGIR;F
2864;MARIA EUGENIA UGUCIONE BIFFI;PDT;F
2865;MARIA HELENA PASINI PEDROSO PETERNELLI;UNIÃO;F
2866;MARIA LUCIA CARDOSO PINTO AMARY;PSDB;F
2867;MARIA LUCINDA RESENDE;PMN;F
2868;MARIA DE JESUS LOPES MARTINS SILVA;PTB;F
2869;MARIANA CONTI TAKAHASHI;PSOL;F
2870;MARIANA FELIX SANTOS;PSOL;F
2871;MARIANA DUARTE GARCIA DE LACERDA;REDE;F
2872;MARIANA NUNES DE MOURA SOUZA;PC do B;F
2873;MARÍLIA CAPUTI DE BRITO;PP;F
2874;MARILUCI FELICIANO DE OLIVEIRA GUEDES;PROS;F
2875;MARINA MOREIRA;REDE;F
2876;MARINA MEDEIROS HELOU;REDE;F
2877;MARIO LACERDA SOUZA;CIDADANIA;M
2878;MÁRIO MEDEIROS NETO;PSB;M
2879;MARISA DOS SANTOS MENDES;PSTU;F
2880;MARISSOL APARECIDA DA SILVA BARROS;SOLIDARIEDADE;F
2881;MARISTELA TRINDADE;PATRIOTA;F
2882;MARIZETE GOMES DE MAGALHÃES BERGAMIN;PODE;F
2883;MARJORIE HOSANA CAMARGO MONTEIRO;PROS;F
2884;MARCOS ANTÔNIO DE SOUZA;PSDB;M
2885;MARCOS ANTONIO SERAFIM BERNARDES JUNIOR;PODE;M
2886;MARLY GOMES CALDAS;PT;F
2887;EDSON MARCOS DE CARVALHO;AGIR;M
2888;MARCOS RIBEIRO DA COSTA;MDB;M
2889;MARTA MARIA FREIRE DA COSTA;PSD;F
2890;MARTIM VIEIRA FERREIRA;PMB;M
2891;MAURICIO MARTINEZ;PSB;M
2892;MARIA DE JESUS BUENO DA SILVA;PSOL;F
2893;RONALDO AUGUSTO BRETAS MARZAGÃO JUNIOR;PATRIOTA;M
2894;MATEUS JOSE DE CAMARGO STEFANI;NOVO;M
2895;MATHEUS LEMES MARTINS DE ASSIS;PSOL;M
2896;MATILDE FÁTIMA ALVES CANUTO;NOVO;F
2897;MAURA DA SILVA BUENO SANTOS;SOLIDARIEDADE;F
2898;MAURO FRANCISCO DE TOLEDO;AGIR;M
2899;MARIO MAURICI DE LIMA MORAIS;PT;M
2900;MAURICIO AGUIAR GIUNTINI;NOVO;M
2901;MAURICIO MENNA BARRETO GASPARINI;UNIÃO;M
2902;MAURICIO NOGUEIRA DIAS;REPUBLICANOS;M
2903;MAURÍCIO SOUZA DOS REIS;PATRIOTA;M
2904;MAURO BRAGATO;PSDB;M
2905;MAURO MARQUES DAS NEVES;PODE;M
2906;MAURO DA SILVA OLIVEIRA;PSD;M
2907;MAURO AUGUSTO DE SOUZA;PCO;M
2908;MAYA DA SILVA BASTOS;PCO;F
2909;MAYARA OLIVEIRA TORRES DA SILVA;PSB;F
2910;CLAUDIO ERNANI MARCONDES DE MIRANDA;REPUBLICANOS;M
2911;CHUKWUEMEKA UJOR;PSD;F
2912;GLACIMERE BRITTO DE OLIVEIRA PIMENTA;SOLIDARIEDADE;F
2913;ADEMILSON RAMOS DA SILVA;PRTB;M
2914;RODRIGO DA SILVA BANDINI;PSOL;M
2915;THIAGO FELIPE NEVES;PRTB;M
2916;MICHAEL RICHARD DE JESUS PEDRO;PMN;M
2917;MICHAEL WILLI DA SILVA STREIDL;PRTB;M
2918;MICHEL CAETANO DE ALBUQUERQUE;PROS;M
2919;MICHEL RIBEIRO PAES LANDIM;DC;M
2920;MICHEL LEITE VIANA;PCB;M
2921;MICHELE NOVAES CANDIDO;AVANTE;F
2922;MICHELLE SCOASSADO;SOLIDARIEDADE;F
2923;YOSHIKO TORIGOE;DC;M
2924;ROSILENE DOS SANTOS;PMN;F
2925;MILTON BEZERRA FEITOZA;PSC;M
2926;MILTON LEITE DA SILVA FILHO;UNIÃO;M
2927;MILTON NERY NETO;PSB;M
2928;MIRIAM MANETTA ALGARRA;PT;F
2929;MIRIAM MARIA ANTUNES DE SOUZA;NOVO;F
2930;MIRIAN DA SILVA VIEIRA;PRTB;F
2931;ALMIRO RODRIGUES RIBEIRO;PRTB;M
2932;MIRTES GONÇALVES QUEIROZ;PSD;F
2933;MISAEL ARAUJO RODRIGUES DA SILVA;UNIÃO;M
2934;ANITA DOS SANTOS TAKAIYASU;PL;F
2935;MAGNA DA SILVA;PRTB;F
2936;ROSANE LUCIA DE ARAUJO;PRTB;F
2937;VALQUIRIA JUSTINO;PMB;F
2938;DONIZETE ALVES BARBOSA;PL;M
2939;MARIA JOSE DA SILVA;PSC;F
2940;ANDERSON FREITAS BARBOSA PASSOS;PSB;M
2941;NELSON DE ALMEIDA CHAVES;PMN;M
2942;ALMIR ROGERIO DA SILVA;PT;M
2943;MOACIR COVA;PSC;M
2944;MOÉSIO ALVES CORREIA;AGIR;M
2945;MOISES GOMES DO NASCIMENTO;PTB;M
2946;FABIO BLANES;AVANTE;M
2947;MONICA RAMIRES FERRAZ CURY;NOVO;F
2948;MÔNICA CRISTINA SEIXAS BONFIM;PSOL;F
2949;MÔNICA PRADO;PTB;F
2950;ANTONIO CARLOS DE MORAES;REDE;M
2951;MORGANA SIQUEIRA;AVANTE;F
2952;RENAN FONSECA DA SILVA;PDT;M
2953;MURILO BERBERT AVIGO FELIX;PODE;M
2954;MYRIAN RAVANELLI SCANDAR KARAM;UNIÃO;F
2955;NADIA AGUIAR SILVA LIMA;AVANTE;F
2956;NATALINO DE JESUS;PSB;M
2957;NATÁLIA BRAGA COSTA PIMENTA;PCO;F
2958;NATALINO ANTONIO DA SILVA;PSDB;M
2959;NAYLA DE SOUZA;PDT;F
2960;SIDINEI GIRON;PTB;M
2961;EDINEIA PRADO DA COSTA;PDT;F
2962;NEIMAR DE ALMEIDA ORTIZ;PSD;M
2963;NEIVA ANTONIA MARTINS MARQUES;PROS;F
2964;NELMA APARECIDA ANDRADE SOUZA;UNIÃO;F
2965;NELSON BOTELHO DA SILVA;PSTU;M
2966;NELSON CLARO PAULINO;AGIR;M
2967;NELSON ROBERTO GRITTI;PTB;M
2968;NELSON MERRWELVELSON FERREIRA E SOUZA;AVANTE;M
2969;ANGELO ROBERTO RÉSTIO;PP;M
2970;RAIMUNDA GONÇALVES DOS SANTOS;PMN;F
2971;GREGÓRIO MATIAS DE FREITAS;PODE;M
2972;NEON DOS AFONSO CUNHA;PSOL;F
2973;NERINALVA SANTOS SANTANA;AGIR;F
2974;NESTOR FERREIRA DOS SANTOS;PROS;M
2975;JOSÉ PEREIRA NETO;PMB;M
2976;JOSE MENDES DE SOUZA NETO BOTA;PP;M
2977;NEUDES RIBEIRO DE CARVALHO;PDT;F
2978;NEILTON LISBOA DOS SANTOS;PROS;M
2979;VANDERLEY CAVALCANTE DA SILVA;SOLIDARIEDADE;M
2980;NEZINHO GONÇALVES NUNES;SOLIDARIEDADE;M
2981;NEZIO ANTONIO MONTEIRO FILHO;PROS;M
2982;NIQUEIAS FERREIRA BORGES;MDB;M
2983;DONILZETE JOSÉ SOARES;UNIÃO;F
2984;JOSÉ IVANILDO MARINHO PINHEIRO;PROS;M
2985;NILDO SILVESTRE DA SILVA;PSB;M
2986;JOSENILDO JOSE DE OLIVEIRA;AVANTE;M
2987;NILSON DE OLIVEIRA VALIM;AVANTE;M
2988;NILSON PEREIRA DE ABREU;AGIR;M
2989;NILSON PEREIRA DUARTE;PSC;M
2990;MARIA APARECIDA ROQUE DE OLIVEIRA;REPUBLICANOS;F
2991;NOELMA DE SOUZA RODRIGUES;PMB;F
2992;NOEMIA VIEIRA FONSECA;PTB;F
2993;NORALDINO PIMENTA FILHO;UNIÃO;M
2994;NORMANDO BARBOSA DE OLIVEIRA;PMB;M
2995;OCIMAR DOS REIS OLIVEIRA;UNIÃO;M
2996;ODAIR DE MOURA E SILVA;PATRIOTA;M
2997;ODETE BARBOSA DA SILVA;PSC;F
2998;ODETE FIORDA;NOVO;F
2999;ODILIA CRISTINA SANTOS DO NASCIMENTO;DC;F
3000;WALDECK RODRIGUES DE MORAES;AVANTE;M
3001;JOSÉ NELSON DA SILVA;PDT;M
3002;OLINDA CAETANO GARCIA;REDE;F
3003;JOSÉ BERNARDO ORTIZ MONTEIRO JÚNIOR;PSDB;M
3004;OSEIAS SANTOS DA SILVA;PSD;M
3005;OSEIAS VIEIRA DE SOUSA;AGIR;M
3006;OSMARIO SILVA;MDB;M
3007;OSNI RAMOS JUNIOR;AGIR;M
3008;JOSÉ OSÓRIO FILHO;PMN;M
3009;OSVALDO GOMES DE LIMA;PDT;M
3010;OSVALDO MARIANO DIOGO;PSTU;M
3011;OSWALDO LUIZ RODRIGUES DE OLIVEIRA;AVANTE;M
3012;ANDRE MARCOS DE ABREU;PSC;M
3013;JOSE RICARDO VENDEMIATE;AGIR;M
3014;VALDINEI CAMPELO FELIX;PTB;M
3015;ADRIANO NERES DE OLIVEIRA;PDT;M
3016;ANGELO SCAVASSINI NETO;PDT;M
3017;RAIMUNDO FERNANDES DE PAIVA;PSD;M
3018;ADILSON DOMINGOS CENSI;PODE;M
3019;PÂMELA ZÉLIA PAN TONIOLO;PROS;F
