"id";"cpf";"nome";"sigla";"siglaEstado";"vice";"vicecpf";"cargo"
594;"";"ANTONIO RAIMUNDO FEDOSSI";"PTB";"SP";0;0;"deputado federal"
595;"";"FELICIANO NAHIMY FILHO";"PATRIOTA";"SP";0;0;"deputado federal"
596;"";"FELIPE BECARI COMENALE";"UNIÃO";"SP";0;0;"deputado federal"
597;"";"LUIZ FELIPE DE ANDRADE FOLGOSI";"PL";"SP";0;0;"deputado federal"
598;"";"FELIPE AUGUSTO TEDESCHI LINTZ";"PATRIOTA";"SP";0;0;"deputado federal"
599;"";"FELIPE GUIMARÃES DE ARAÚJO COSTA";"PSB";"SP";0;0;"deputado federal"
600;"";"LUIZ FELIPE DE LIMA SANTOS";"MDB";"SP";0;0;"deputado federal"
601;"";"FERNANDA ALVES SILVA";"PATRIOTA";"SP";0;0;"deputado federal"
602;"";"FERNANDA FERREIRA DE ARAÚJO";"PSD";"SP";0;0;"deputado federal"
603;"";"FERNANDA STEFANI CURTI";"PT";"SP";0;0;"deputado federal"
604;"";"FERNANDA SCHLIC GARCIA";"PSOL";"SP";0;0;"deputado federal"
605;"";"FERNANDA DA SILVA ALVES";"REPUBLICANOS";"SP";0;0;"deputado federal"
606;"";"FERNANDA MENDES PRADO";"PT";"SP";0;0;"deputado federal"
607;"";"FERNANDA DE ARAÚJO COSTA";"PROS";"SP";0;0;"deputado federal"
608;"";"FERNANDO CAPEZ";"UNIÃO";"SP";0;0;"deputado federal"
609;"";"FERNANDO CHIARELLI";"PATRIOTA";"SP";0;0;"deputado federal"
610;"";"FERNANDO BELCHIOR DIAS";"PATRIOTA";"SP";0;0;"deputado federal"
611;"";"FERNANDO ALVES LISBOA DINI";"MDB";"SP";0;0;"deputado federal"
612;"";"FERNANDO FAVORETO";"PSC";"SP";0;0;"deputado federal"
613;"";"FERNANDO FERRARI MERIGLI";"PTB";"SP";0;0;"deputado federal"
614;"";"FERNANDO HOLIDAY SILVA BISPO";"NOVO";"SP";0;0;"deputado federal"
615;"";"LUIS FERNANDO DE SOUZA";"PSDB";"SP";0;0;"deputado federal"
616;"";"FILIPE MANSINHO DE LIMA";"REPUBLICANOS";"SP";0;0;"deputado federal"
617;"";"CLEVERSON FIUZA ALVES";"NOVO";"SP";0;0;"deputado federal"
618;"";"FLAVIA BITENCOURT PIRES";"PODE";"SP";0;0;"deputado federal"
619;"";"FLAVIA CAMARGO DA SILVA";"PODE";"SP";0;0;"deputado federal"
620;"";"FLÁVIA OLIVITO LANCHA ALVES DE OLIVEIRA";"PSD";"SP";0;0;"deputado federal"
621;"";"FLAVIA FERREIRA DO PRADO";"PATRIOTA";"SP";0;0;"deputado federal"
622;"";"FLÁVIO AUGUSTO DA SILVA";"PSD";"SP";0;0;"deputado federal"
623;"";"FLAVIO SILVA DE FREITAS";"PATRIOTA";"SP";0;0;"deputado federal"
624;"";"FLÁVIO DOS SANTOS ALECRIM";"PMN";"SP";0;0;"deputado federal"
625;"";"FLAVIO CASIMIRO DE SOUSA";"PSOL";"SP";0;0;"deputado federal"
626;"";"FLAVIO ROBERTO CASIMIRO";"AGIR";"SP";0;0;"deputado federal"
627;"";"FLÁVIO ROBERTO DE SOUZA SANT'ANNA";"PSB";"SP";0;0;"deputado federal"
628;"";"FLÁVIO SILVA FILHO";"PSOL";"SP";0;0;"deputado federal"
629;"";"FLAVIUS COTAIT RUGGIERO";"PRTB";"SP";0;0;"deputado federal"
630;"";"JOSÉ FLORIANO DE ARAUJO JUNIOR";"PSB";"SP";0;0;"deputado federal"
631;"";"FRANCINA SOUZA DRUMOND";"PSB";"SP";0;0;"deputado federal"
632;"";"FRANCIELLE LUZIA DE SOUZA DURAN";"PMN";"SP";0;0;"deputado federal"
633;"";"FRANCIELLE EYRE DE OLIVEIRA TRIANI";"UNIÃO";"SP";0;0;"deputado federal"
634;"";"FRANCISCO JOSÉ DA CRUZ FILHO";"PMN";"SP";0;0;"deputado federal"
635;"";"ANTONIO FRANCISCO DA SILVA ARAUJO";"PSOL";"SP";0;0;"deputado federal"
636;"";"FRANKLIN VENANCIO DA SILVA NETTO";"PODE";"SP";0;0;"deputado federal"
637;"";"FREDERICO AUGUSTO ARANTES MACHADO";"PSDB";"SP";0;0;"deputado federal"
638;"";"FREDERICO BRAUN D AVILA";"PL";"SP";0;0;"deputado federal"
639;"";"ROBSON LIEBETANZ DZELVE CALABIANQUI JUNIOR";"PL";"SP";0;0;"deputado federal"
640;"";"GABRIEL MARQUES DA COSTA";"PCO";"SP";0;0;"deputado federal"
641;"";"GABRIEL HENRIQUE MARUCCI";"PCB";"SP";0;0;"deputado federal"
642;"";"JOSE ANTONIO DE OLIVEIRA";"PTB";"SP";0;0;"deputado federal"
643;"";"PAULA DIAS DE LA FUENTE";"UNIÃO";"SP";0;0;"deputado federal"
644;"";"ESTER LOPES DE SOUZA FLOR";"UNIÃO";"SP";0;0;"deputado federal"
645;"";"ALBERT GAUSS";"PP";"SP";0;0;"deputado federal"
646;"";"GEFFERSON LUIS DE SOUSA ROSA";"AVANTE";"SP";0;0;"deputado federal"
647;"";"ROBERTO SEBASTIÃO PETERNELLI JUNIOR";"UNIÃO";"SP";0;0;"deputado federal"
648;"";"GENERSON JOSE FAUSTINO";"PROS";"SP";0;0;"deputado federal"
649;"";"EUGENIO JOSÉ ZULIANI";"UNIÃO";"SP";0;0;"deputado federal"
650;"";"GEOVANIA DE SOUSA OLIVEIRA QUEIROZ";"PP";"SP";0;0;"deputado federal"
651;"";"GERALDA MARIA DE LIMA";"PP";"SP";0;0;"deputado federal"
652;"";"GERALDO JERÔNIMO GONÇALVES";"PDT";"SP";0;0;"deputado federal"
653;"";"GERALDO MARTINS DE SOUZA";"PT";"SP";0;0;"deputado federal"
654;"";"GERALDO RODRIGUES GUILHERME";"AGIR";"SP";0;0;"deputado federal"
655;"";"GIVANILSE DOS SANTOS";"UNIÃO";"SP";0;0;"deputado federal"
656;"";"GILDENOR ALVES FREIRE";"PT";"SP";0;0;"deputado federal"
657;"";"GILBERTO BENTO";"REPUBLICANOS";"SP";0;0;"deputado federal"
658;"";"GILBERTO SILVA LIMA";"AGIR";"SP";0;0;"deputado federal"
659;"";"GILBERTO NASCIMENTO SILVA";"PSC";"SP";0;0;"deputado federal"
660;"";"GILMAR APARECIDO RODRIGUES";"PATRIOTA";"SP";0;0;"deputado federal"
661;"";"GILMAR DA SILVA GIMENES";"PL";"SP";0;0;"deputado federal"
662;"";"GILMAR ROTTA";"PP";"SP";0;0;"deputado federal"
663;"";"GILMARA VANZO CRISTÃO";"PP";"SP";0;0;"deputado federal"
664;"";"GILSON DE SOUZA CARVALHO";"PDT";"SP";0;0;"deputado federal"
665;"";"GILVANDRO JOSÉ ALVES DE OLIVEIRA FILHO";"PDT";"SP";0;0;"deputado federal"
666;"";"GIOVANI FALCONE DE CRISTO ALVES";"PRTB";"SP";0;0;"deputado federal"
667;"";"GISELE ARANHA SCHOWE";"NOVO";"SP";0;0;"deputado federal"
668;"";"GISELE DE MORAES PONTES";"DC";"SP";0;0;"deputado federal"
669;"";"GLAUCE KELLY DOS SANTOS ADÃO LIMA";"PDT";"SP";0;0;"deputado federal"
670;"";"GLAUCIA DE MATOS BERNARDO";"PP";"SP";0;0;"deputado federal"
671;"";"GLÁUCIA ASSUNÇÃO DE OLIVEIRA";"PMN";"SP";0;0;"deputado federal"
672;"";"GLAUCIA BERENICE SANTOS DA SILVA";"REPUBLICANOS";"SP";0;0;"deputado federal"
673;"";"GLAUCIA MAXIMO DOS SANTOS";"PATRIOTA";"SP";0;0;"deputado federal"
674;"";"ANTONIO GOULART DOS REIS";"UNIÃO";"SP";0;0;"deputado federal"
675;"";"SILVANO XAVIER MOURATO";"PROS";"SP";0;0;"deputado federal"
676;"";"GUALTER DE ALMEIDA AMADO";"REPUBLICANOS";"SP";0;0;"deputado federal"
677;"";"WALDIR FELICIANO GUEDES";"PROS";"SP";0;0;"deputado federal"
678;"";"ANTÔNIO AGNALDO GUERRA";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
679;"";"WAGNER DONIZETI PEREIRA";"PATRIOTA";"SP";0;0;"deputado federal"
680;"";"JOSÉ GUILHERME NEGRÃO PEIXOTO";"PSC";"SP";0;0;"deputado federal"
681;"";"GUILHERME CASTRO BOULOS";"PSOL";"SP";0;0;"deputado federal"
682;"";"GUILHERME SORICILLO BUNGER";"PTB";"SP";0;0;"deputado federal"
683;"";"GUILHERME CAMPOS JUNIOR";"PSD";"SP";0;0;"deputado federal"
684;"";"GUILHERME CAMPO DALL ORTO LEITE DO AMARAL";"PODE";"SP";0;0;"deputado federal"
685;"";"GUILHERME DE SOUZA GOMES";"PSDB";"SP";0;0;"deputado federal"
686;"";"GUILHERME PIAI SILVA FILIZZOLA";"REPUBLICANOS";"SP";0;0;"deputado federal"
687;"";"GUILHERME PRADO ALMEIDA DE SOUZA";"PSOL";"SP";0;0;"deputado federal"
688;"";"ÉLCIO GUSSON";"PMN";"SP";0;0;"deputado federal"
689;"";"GUSTAVO MARTINS PICCOLO";"PDT";"SP";0;0;"deputado federal"
690;"";"CLAUDINEI DE OLIVEIRA BARBOSA";"PTB";"SP";0;0;"deputado federal"
691;"";"HAMILTON BERNARDES JUNIOR";"UNIÃO";"SP";0;0;"deputado federal"
692;"";"HAROLD THAU";"PSDB";"SP";0;0;"deputado federal"
693;"";"HAROLDO LOUZADA DE MAGALHÃES VIANA";"PATRIOTA";"SP";0;0;"deputado federal"
694;"";"HEITOR ALVES";"PDT";"SP";0;0;"deputado federal"
695;"";"HELCIO FREIRE DO CARMO";"NOVO";"SP";0;0;"deputado federal"
696;"";"HELIO NISHIMOTO";"MDB";"SP";0;0;"deputado federal"
697;"";"HELIO ALVES RIBEIRO";"REPUBLICANOS";"SP";0;0;"deputado federal"
698;"";"HÉLIO TELES ALVES";"PMN";"SP";0;0;"deputado federal"
699;"";"MARIA HELOISA GOMES DA SILVA";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
700;"";"HELOIZA RAVASQ DA SILVA";"PMN";"SP";0;0;"deputado federal"
701;"";"HELTON MICHAEL LEITE FERREIRA";"PMN";"SP";0;0;"deputado federal"
702;"";"HENRI DIAS";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
703;"";"HENRI HAIM ESSES";"PV";"SP";0;0;"deputado federal"
704;"";"HENRIQUE STEIN SCIASCIO";"REPUBLICANOS";"SP";0;0;"deputado federal"
705;"";"HENRIQUE CARLOS PARRA PARRA FILHO";"PSOL";"SP";0;0;"deputado federal"
706;"";"MIGUEL ANDERSON HEREDIA DE SÁ";"PTB";"SP";0;0;"deputado federal"
707;"";"HERNANI ALBERTO MONACO LEONHARDT";"MDB";"SP";0;0;"deputado federal"
708;"";"HILARIO JULIANO RUIZ DE OLIVEIRA";"PSB";"SP";0;0;"deputado federal"
709;"";"HOSANA DA SILVA PEREIRA";"PP";"SP";0;0;"deputado federal"
710;"";"HUGO GOMES PAIVA";"PTB";"SP";0;0;"deputado federal"
711;"";"HUMBERTO JANTIM NETO";"NOVO";"SP";0;0;"deputado federal"
712;"";"IARA BERNARDI";"PT";"SP";0;0;"deputado federal"
713;"";"IARA REGINA CORRÊA GUSMÃO";"AVANTE";"SP";0;0;"deputado federal"
714;"";"ANTONIO MARIO DE PAULA FERREIRA IELO";"PDT";"SP";0;0;"deputado federal"
715;"";"IGOR COIMBRA MANHANI";"PP";"SP";0;0;"deputado federal"
716;"";"ILDA MARA REIS";"PODE";"SP";0;0;"deputado federal"
717;"";"MARIO VIGGIANI NETO";"PRTB";"SP";0;0;"deputado federal"
718;"";"IOLANDA GOMES RUAS";"PSD";"SP";0;0;"deputado federal"
719;"";"IRACILDA LOPES GUIMARÃES";"PSB";"SP";0;0;"deputado federal"
720;"";"APARECIDA SOUZA LIBERALINO ALVES";"PATRIOTA";"SP";0;0;"deputado federal"
721;"";"MARIA DA GUIA ALVES DA ROCHA";"PSC";"SP";0;0;"deputado federal"
722;"";"ISADORA MARTINATTI PENNA";"PC do B";"SP";0;0;"deputado federal"
723;"";"ISAAC DALCOL ANTUNES";"PL";"SP";0;0;"deputado federal"
724;"";"ISABEL CRISTINA GONÇALVES BERNARDES";"REDE";"SP";0;0;"deputado federal"
725;"";"ISAÍAS TEIXEIRA DE OLIVEIRA";"PSB";"SP";0;0;"deputado federal"
726;"";"ISIS MUSTAFÁ DE ASSIS";"UP";"SP";0;0;"deputado federal"
727;"";"ITALO LORENZON NETO";"PTB";"SP";0;0;"deputado federal"
728;"";"IVAN RENATO DE LIMA";"PSDB";"SP";0;0;"deputado federal"
729;"";"IVAN RICARDO GARISIO SARTORI";"AVANTE";"SP";0;0;"deputado federal"
730;"";"IVAN SERIGATO JUNIOR";"PODE";"SP";0;0;"deputado federal"
731;"";"IVAN VALENTE";"PSOL";"SP";0;0;"deputado federal"
732;"";"IVANDA MARIA RODRIGUES COSTA";"PMN";"SP";0;0;"deputado federal"
733;"";"IVANILDO DOS SANTOS";"REPUBLICANOS";"SP";0;0;"deputado federal"
734;"";"IZADORA CRISTINA DIAS DA SILVA";"PCO";"SP";0;0;"deputado federal"
735;"";"CLEBER DOS SANTOS TEIXEIRA";"PROS";"SP";0;0;"deputado federal"
736;"";"JARKSON VILAR DA SILVA";"REPUBLICANOS";"SP";0;0;"deputado federal"
737;"";"JACQUELINE CHANEL";"PT";"SP";0;0;"deputado federal"
738;"";"JACQUELINE COPQUE DE SANT'ANNA PEREIRA";"PSB";"SP";0;0;"deputado federal"
739;"";"JAIR CUSTÓDIO DA SILVA";"PODE";"SP";0;0;"deputado federal"
740;"";"JAIR GOMES DA SILVA";"PTB";"SP";0;0;"deputado federal"
741;"";"GUILHERME DE SOUZA";"PP";"SP";0;0;"deputado federal"
742;"";"JANAÍNA VALÉRIA BUCKER RIEDO";"PRTB";"SP";0;0;"deputado federal"
743;"";"JANAINA MACEDO CALVO";"NOVO";"SP";0;0;"deputado federal"
744;"";"JANAINA FERRATO ELIAS";"PT";"SP";0;0;"deputado federal"
745;"";"JANAINA CARLA DE LIMA PASCALICHIO";"MDB";"SP";0;0;"deputado federal"
746;"";"JANAINA PEREIRA DA SILVA SOARES";"PROS";"SP";0;0;"deputado federal"
747;"";"JOÃO AFONSO SOLIS";"PSB";"SP";0;0;"deputado federal"
748;"";"JANIEIRE MARIA SILVA";"NOVO";"SP";0;0;"deputado federal"
749;"";"FABIO DIAS DE OLIVEIRA";"UNIÃO";"SP";0;0;"deputado federal"
750;"";"JAQUELINE DOMINGOS SAVIO MARTINS DO NASCIMENTO";"UNIÃO";"SP";0;0;"deputado federal"
751;"";"JARBAS EMÍLIO DE MORAES NETO";"NOVO";"SP";0;0;"deputado federal"
752;"";"JOÃO BOSCO DE OLIVEIRA";"PODE";"SP";0;0;"deputado federal"
753;"";"DARLEY JEAN ALBUQUERQUE BARBOSA";"PMN";"SP";0;0;"deputado federal"
754;"";"JEFFERSON FERNANDO RIBEIRO CABRAL";"PSB";"SP";0;0;"deputado federal"
755;"";"JEFFERSON ALVES DE CAMPOS";"PL";"SP";0;0;"deputado federal"
756;"";"JEFFERSON LUIZ PEREIRA DA SILVA";"UNIÃO";"SP";0;0;"deputado federal"
757;"";"JENNIFER ADRIELI CERQUEIRA LEITE LOPES";"AGIR";"SP";0;0;"deputado federal"
758;"";"JERRI ADRIANO FERREIRA DA SILVA";"PSC";"SP";0;0;"deputado federal"
759;"";"JERUSA JANUÁRIA DA SILVA";"REDE";"SP";0;0;"deputado federal"
760;"";"JESSICA PASCOAL ALVES";"PRTB";"SP";0;0;"deputado federal"
761;"";"JÉSSICA APARECIDA SOMER MAGALHÃES";"PSC";"SP";0;0;"deputado federal"
762;"";"JESSICA VILOCANIA SEVERINO";"PATRIOTA";"SP";0;0;"deputado federal"
763;"";"JILMAR AUGUSTINHO TATTO";"PT";"SP";0;0;"deputado federal"
764;"";"JUCILENE ALVES DA SILVA";"PSC";"SP";0;0;"deputado federal"
765;"";"JÓ RODRIGUES COSTA DO NASCIMENTO";"PROS";"SP";0;0;"deputado federal"
766;"";"ROBSON ALMEIDA VENTURA";"DC";"SP";0;0;"deputado federal"
767;"";"JOÃO CURY NETO";"MDB";"SP";0;0;"deputado federal"
768;"";"JOÃO EDUARDO DADO LEITE DE CARVALHO";"PL";"SP";0;0;"deputado federal"
769;"";"JOÃO FRANCISCO GARCIA";"PMN";"SP";0;0;"deputado federal"
770;"";"JOÃO JORGE CAPRONI COSTA PIMENTA";"PCO";"SP";0;0;"deputado federal"
771;"";"JOÃO LUIZ FEITOSA";"MDB";"SP";0;0;"deputado federal"
772;"";"JOÃO PAULO RILLO";"PSOL";"SP";0;0;"deputado federal"
773;"";"JOÃO PEDRO DA PAZ ARAÚJO";"REDE";"SP";0;0;"deputado federal"
774;"";"JOÃO VITOR SPARANO";"PROS";"SP";0;0;"deputado federal"
775;"";"JOÃO ROBERTO DE SOUZA";"DC";"SP";0;0;"deputado federal"
776;"";"JORGE MALULY NETO";"PODE";"SP";0;0;"deputado federal"
777;"";"JOEL ANTONIO DE MELLO";"PTB";"SP";0;0;"deputado federal"
778;"";"JOEL DE MELO";"AVANTE";"SP";0;0;"deputado federal"
779;"";"JAELSON DA CONCEIÇÃO SERRA";"PROS";"SP";0;0;"deputado federal"
780;"";"JOICE CRISTINA HASSELMANN";"PSDB";"SP";0;0;"deputado federal"
781;"";"JONAS DE CASTRO DIAS";"PMB";"SP";0;0;"deputado federal"
782;"";"JONAS DONIZETTE FERREIRA";"PSB";"SP";0;0;"deputado federal"
783;"";"JONAS AUGUSTO MIGUEL MACHADO";"AGIR";"SP";0;0;"deputado federal"
784;"";"JONATAN SANTOS DE OLIVEIRA";"REPUBLICANOS";"SP";0;0;"deputado federal"
785;"";"JONATHAN FABIO NASCIMENTO SOUZA";"REPUBLICANOS";"SP";0;0;"deputado federal"
786;"";"JONES DOS SANTOS SILVA";"PL";"SP";0;0;"deputado federal"
787;"";"JORGE BATISTA LOPES";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
788;"";"JORGE CORRÊA DE ARAUJO";"PSD";"SP";0;0;"deputado federal"
789;"";"JORGE EDUARDO RUBIES";"AVANTE";"SP";0;0;"deputado federal"
790;"";"JORGE DONIZETTI RIBEIRO DE MATOS";"PMN";"SP";0;0;"deputado federal"
791;"";"JORGE ANTONIO SORIANO MOURA";"PT";"SP";0;0;"deputado federal"
792;"";"JORGE AUGUSTO FIGO PESSOA";"PDT";"SP";0;0;"deputado federal"
793;"";"FRANCIS GRACE RAMOS FRANCISCO";"PMB";"SP";0;0;"deputado federal"
794;"";"WALTER GUALBERTO DE BRITO";"PROS";"SP";0;0;"deputado federal"
795;"";"WELLINGTON MACEDO DE SOUZA";"PTB";"SP";0;0;"deputado federal"
796;"";"JOSÉ ALFREDO GARCIA DOS SANTOS";"PRTB";"SP";0;0;"deputado federal"
797;"";"JOSÉ AMÉRICO ASCENCIO DIAS";"PT";"SP";0;0;"deputado federal"
798;"";"JOSÉ ANIBAL PERES DE PONTES";"PSDB";"SP";0;0;"deputado federal"
799;"";"JOSÉ DOMINGOS BITTENCOURT";"AVANTE";"SP";0;0;"deputado federal"
800;"";"JOSÉ VASCONCELO VIANA";"PMN";"SP";0;0;"deputado federal"
801;"";"JOSÉ LEMES SOARES";"PODE";"SP";0;0;"deputado federal"
802;"";"JOSÉ SERRA";"PSDB";"SP";0;0;"deputado federal"
803;"";"JOSIANE CRISTINA FRANCISCO PIETRO";"PSD";"SP";0;0;"deputado federal"
804;"";"JONATHAN PEREIRA DE SOUZA";"PMN";"SP";0;0;"deputado federal"
805;"";"JUAREZ DE CARVALHO COSTA";"PMB";"SP";0;0;"deputado federal"
806;"";"JUAREZ DOMINGOS COSTA";"PSC";"SP";0;0;"deputado federal"
807;"";"JUAREZ JUVÊNCIO DOS SANTOS";"PODE";"SP";0;0;"deputado federal"
808;"";"MAURÍCIO JESUS DE MORAES";"DC";"SP";0;0;"deputado federal"
809;"";"WILSON LIMA DA SILVA";"PSB";"SP";0;0;"deputado federal"
810;"";"JULIANA VALÉRIA DA SILVA";"AVANTE";"SP";0;0;"deputado federal"
811;"";"MARIA JULIA SARAIVA DE CARVALHO";"PCB";"SP";0;0;"deputado federal"
812;"";"JULIANA DE PAULA LOURO TENÓRIO";"UNIÃO";"SP";0;0;"deputado federal"
813;"";"JULIANA CARDOSO";"PT";"SP";0;0;"deputado federal"
814;"";"JULIANE LAURA CAMOLESI GALLO";"MDB";"SP";0;0;"deputado federal"
815;"";"MARCOS JULIANO FERREIRA";"PATRIOTA";"SP";0;0;"deputado federal"
816;"";"JULIANO TAKESHI KOCHI";"AGIR";"SP";0;0;"deputado federal"
817;"";"JÚLIO CESAR FERRAZ VIEIRA";"PV";"SP";0;0;"deputado federal"
818;"";"JÚLIO CÉSAR GARCIA";"PODE";"SP";0;0;"deputado federal"
819;"";"JULIO CESAR DE LIMA MORAES";"PSB";"SP";0;0;"deputado federal"
820;"";"JÚLIO CÉSAR GUIDETTE LUCANTE SALDANHA";"NOVO";"SP";0;0;"deputado federal"
821;"";"ADILSON DA SILVA ROZA FILHO";"REPUBLICANOS";"SP";0;0;"deputado federal"
822;"";"NICOLINO BOZZELLA JUNIOR";"UNIÃO";"SP";0;0;"deputado federal"
823;"";"JOSE CARLOS OROSCO";"UNIÃO";"SP";0;0;"deputado federal"
824;"";"JURACY FRANCISCO DE JESUS";"AGIR";"SP";0;0;"deputado federal"
825;"";"JURANDIR PEREIRA ALENCAR";"PTB";"SP";0;0;"deputado federal"
826;"";"JUSSARA MORO PRESTO";"PP";"SP";0;0;"deputado federal"
827;"";"MARIA GABRIELA PRADO MANSSUR";"MDB";"SP";0;0;"deputado federal"
828;"";"KALED ALI EL MALAT";"PSD";"SP";0;0;"deputado federal"
829;"";"CAMILA GARCIA";"PATRIOTA";"SP";0;0;"deputado federal"
830;"";"KARINA CELESTE MOURA";"PSD";"SP";0;0;"deputado federal"
831;"";"KARLA JULIANE DA SILVA ALVES FRANCISCO";"MDB";"SP";0;0;"deputado federal"
832;"";"KATHERINE DO FORTE SILVA";"PMB";"SP";0;0;"deputado federal"
833;"";"KATIANE DA COSTA PEREIRA";"PSB";"SP";0;0;"deputado federal"
834;"";"KAUÊ CESAR SILVA";"MDB";"SP";0;0;"deputado federal"
835;"";"IOLANDA KEIKO MIASHIRO OTA";"MDB";"SP";0;0;"deputado federal"
836;"";"KELLY PIRES FREITAS";"AGIR";"SP";0;0;"deputado federal"
837;"";"KERIN DA ROCHA SILVA PEREIRA";"PRTB";"SP";0;0;"deputado federal"
838;"";"KERLLYN DE OLIVEIRA MENEGUSSE";"PT";"SP";0;0;"deputado federal"
839;"";"CLOVIS BASILIO DOS SANTOS";"UNIÃO";"SP";0;0;"deputado federal"
840;"";"JOSÉ OSVALDO CAVALCANTE BELONI";"PSC";"SP";0;0;"deputado federal"
841;"";"FRANCISCO DANIEL CELEGUIM DE MORAIS";"PT";"SP";0;0;"deputado federal"
842;"";"JACQUES CHOURIK";"PP";"SP";0;0;"deputado federal"
843;"";"KIM PATROCA KATAGUIRI";"UNIÃO";"SP";0;0;"deputado federal"
844;"";"RODRIGO MEIRA BRITO";"UNIÃO";"SP";0;0;"deputado federal"
845;"";"MARCOS ROBERTO VICENTE";"PP";"SP";0;0;"deputado federal"
846;"";"KOYU IHA";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
847;"";"LAIR MOURA SALA MALAVILA JUSEVICIUS";"UNIÃO";"SP";0;0;"deputado federal"
848;"";"LARISSA PAIVA ANALIO MARCELINO";"MDB";"SP";0;0;"deputado federal"
849;"";"LAUDERICO SARTORATTO";"PRTB";"SP";0;0;"deputado federal"
850;"";"LÉA PICELLI";"DC";"SP";0;0;"deputado federal"
851;"";"LEA MARIA DE SALES CUNHA";"PMB";"SP";0;0;"deputado federal"
852;"";"LEANDRO CSEIMAN DOURADO";"PDT";"SP";0;0;"deputado federal"
853;"";"LEANDRO AUGUSTO DO AMARAL";"PATRIOTA";"SP";0;0;"deputado federal"
854;"";"LEANDRO PAGGIARO CORREA DE ARRUDA";"PCO";"SP";0;0;"deputado federal"
855;"";"LEANDRO RUIVO";"PRTB";"SP";0;0;"deputado federal"
856;"";"LEANDRO VITOR AFONSO DA SILVA VERONEZ";"PRTB";"SP";0;0;"deputado federal"
857;"";"LEILSON CASTRO DOS SANTOS";"PRTB";"SP";0;0;"deputado federal"
858;"";"EDILENE OLIVEIRA ANDRADE";"PP";"SP";0;0;"deputado federal"
859;"";"LENIR MARIA DE OLIVEIRA";"PSC";"SP";0;0;"deputado federal"
860;"";"LEONORA MENDES DE LIMA";"MDB";"SP";0;0;"deputado federal"
861;"";"LEONARDO DE ASSIS FERREIRA";"PRTB";"SP";0;0;"deputado federal"
862;"";"ALESSANDRO DE FREITAS LEONE";"PSD";"SP";0;0;"deputado federal"
863;"";"LEONICE LEONCIA DOS SANTOS";"REPUBLICANOS";"SP";0;0;"deputado federal"
864;"";"LEONILDE RUFINO DE SENA HINA";"AGIR";"SP";0;0;"deputado federal"
865;"";"LEWIS SAWINSKI DE ALMEIDA";"PODE";"SP";0;0;"deputado federal"
866;"";"LEVY FRANCISCO RODRIGUES FIDELIX";"PRTB";"SP";0;0;"deputado federal"
867;"";"ELIANE CRISTINA GANZAROLI DA SILVA";"AGIR";"SP";0;0;"deputado federal"
868;"";"LIDIANI ROCHA FERREIRA";"MDB";"SP";0;0;"deputado federal"
869;"";"LIGIA LIMA DOS SANTOS";"UNIÃO";"SP";0;0;"deputado federal"
870;"";"LILIANE NUNES DE CARVALHO DOS SANTOS";"AGIR";"SP";0;0;"deputado federal"
871;"";"PASCOALINA SOUZA SILVA";"PT";"SP";0;0;"deputado federal"
872;"";"LILIAN MARIA COSTA MANSUR ANDRADE";"NOVO";"SP";0;0;"deputado federal"
873;"";"LILIAN REGINA SANTANA TROVÃO";"PL";"SP";0;0;"deputado federal"
874;"";"LILIANE GONÇALVES VENTURA LOPES";"PL";"SP";0;0;"deputado federal"
875;"";"DMITRI PATRICIO DE LIMA";"CIDADANIA";"SP";0;0;"deputado federal"
876;"";"LINCOLN PEREIRA FERNANDES";"PDT";"SP";0;0;"deputado federal"
877;"";"FERNANDO LISBOA DA CONCEIÇÃO";"PL";"SP";0;0;"deputado federal"
878;"";"LISIA SAKAI";"PCO";"SP";0;0;"deputado federal"
879;"";"SERGIO ZULMIRO LITHOLDO";"PROS";"SP";0;0;"deputado federal"
880;"";"LORENY MAYARA CAETANO ROBERTO";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
881;"";"LOURIVALDO DELFINO";"PATRIOTA";"SP";0;0;"deputado federal"
882;"";"LUANA DE BRITO TAVARES";"PSD";"SP";0;0;"deputado federal"
883;"";"LUANA TRINDADE DA SILVA";"AVANTE";"SP";0;0;"deputado federal"
884;"";"LUCAS SANCHES PROMESSIA";"PP";"SP";0;0;"deputado federal"
885;"";"MARIA LUCIA SECOTI FILIZOLA";"REDE";"SP";0;0;"deputado federal"
886;"";"LUCIANA RIBEIRO CASTELLAN";"PTB";"SP";0;0;"deputado federal"
887;"";"LUCIANA CUNHA";"PATRIOTA";"SP";0;0;"deputado federal"
888;"";"LUCIANA TRINDADE DE MACEDO";"PSB";"SP";0;0;"deputado federal"
889;"";"LUCIANA DA SILVA";"REPUBLICANOS";"SP";0;0;"deputado federal"
890;"";"LUCIANA PAULA VALENTIM";"PATRIOTA";"SP";0;0;"deputado federal"
891;"";"LUCIANO ANDRE RODRIGUES";"MDB";"SP";0;0;"deputado federal"
892;"";"LUCIANO LEMOS MEGA";"AVANTE";"SP";0;0;"deputado federal"
893;"";"LUCIANO MOURA DA SILVA";"PDT";"SP";0;0;"deputado federal"
